interview_number,interview_date,interview_time,respondent_gender,respondent_age,respondent_class,respondent_home,number_alters,alter1_gender,alter1_age,alter1_class,alter1_home,alter1_howclose,alter1_howoften,alter2_gender,alter2_age,alter2_class,alter2_home,alter2_howclose,alter2_howoften,alter3_gender,alter3_age,alter3_class,alter3_home,alter3_howclose,alter3_howoften,alter4_gender,alter4_age,alter4_class,alter4_home,alter4_howclose,alter4_howoften,alter5_gender,alter5_age,alter5_class,alter5_home,alter5_howclose,alter5_howoften
2,9/6/2023,18:10,Female,21,Senior,LA Area,4,Female,21,Senior,Rest of United States,Close friend,More than once a week,Male,20,Junior,Bay Area,Close friend,Once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Female,21,Senior,Bay Area,Close friend,Once a week,Male,21,Senior,Rest of United States,Close friend,More than once a week
3,9/6/2023,18:30,Male,21,Senior,Rest of United States,5,Female,21,Senior,Bay Area,Close friend,More than once a week,Male,20,Junior,Rest of United States,Close friend,More than once a week,Female,21,Senior,LA Area,Close friend,More than once a week,Male,21,Senior,Bay Area,Close friend,More than once a week,Male,22,Other,Rest of California,Close friend,Once a week
1,8/31/2023,15:00,Female,20,Junior,Bay Area,5,Female,21,Junior,Rest of California,Close friend,More than once a week,Female,50,Other,Rest of World,Close friend,Once a week,Male,70,Other,Rest of World,Close friend,Once a week,Female,20,Junior,Bay Area,Friend,More than once a week,Female,20,Junior,Bay Area,Friend,More than once a week
2,9/6/2023,22:36,Male,20,Junior,Rest of United States,4,Other,54,Other,Rest of United States,Close friend,More than once a week,Female,50,Other,Rest of United States,Close friend,More than once a week,Male,26,Other,Rest of World,Close friend,More than once a week,Other,46,Other,Rest of World,Close friend,More than once a week,NA,NA,NA,NA,NA,NA
3,9/6/2023,22:42,Male,21,Other,Bay Area,5,Male,51,Other,Bay Area,Close friend,More than once a week,Female,54,Other,Bay Area,Close friend,More than once a week,Male,18,Freshman,Bay Area,Close friend,More than once a week,Male,21,Junior,Rest of California,Close friend,More than once a week,Male,22,Senior,Rest of United States,Close friend,Once a week
1,9/7/2023,13:24,Female,19,Sophomore,Rest of World,5,Male,20,Junior,Bay Area,Close friend,More than once a week,Female,12,Other,Rest of World,Close friend,Once a week,Female,48,Other,Rest of World,Close friend,Once a month,Male,47,Other,Rest of World,Close friend,Once a month,Male,20,Junior,Rest of World,Close friend,Once a month
2,9/7/2023,15:26,Male,21,Senior,Bay Area,6+,Male,21,Senior,Bay Area,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,Once a month,Male,20,Junior,Bay Area,Close friend,Once a month,Male,20,Junior,Rest of United States,Close friend,Once a month,Female,19,Junior,Bay Area,Close friend,Once a month
3,9/7/2023,18:55,Male,20,Junior,LA Area,6+,Female,20,Junior,LA Area,Close friend,Once a week,Female,22,Senior,Rest of California,Friend,Once a month,Female,21,Junior,Rest of United States,Close friend,Once a month,Male,20,Junior,Rest of United States,Close friend,Once a month,Male,18,Freshman,LA Area,Close friend,Once a month
1,8/31/2023,15:00,Female,20,Junior,Bay Area,5,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,19,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,Rest of California,Close friend,More than once a week
2,9/6/2023,22:20,Male,30,Senior,Rest of United States,5,Male,35,Other,Bay Area,Acquaintance,Rarely,Female,43,Other,Rest of United States,Close friend,Once a week,Female,30,Other,Rest of California,Friend,Once a week,Male,30,Senior,LA Area,Friend,More than once a week,Male,30,Other,Rest of United States,Close friend,Once a month
3,9/6/2023,23:00,Female,29,Senior,Rest of California,6+,Male,30,Other,Rest of California,Close friend,Once a week,Male,32,Other,Rest of California,Close friend,Once a week,Female,30,Other,Rest of California,Close friend,More than once a week,Female,25,Other,Rest of California,Close friend,More than once a week,Female,49,Other,Rest of California,Close friend,More than once a week
2,9/4/2023,22:35,Male,23,Other,Rest of United States,5,Male,23,Other,Rest of United States,Close friend,More than once a week,Male,23,Other,Rest of United States,Close friend,Once a month,Female,23,Other,Rest of United States,Close friend,Once a month,Male,23,Other,Rest of United States,Close friend,Once a month,Male,23,Other,Rest of United States,Close friend,Once a year
3,9/4/2023,10:51,Male,23,Other,Rest of United States,5,Female,20,Junior,Rest of United States,Close friend,More than once a week,Male,23,Senior,Rest of United States,Close friend,More than once a week,Male,23,Other,Rest of United States,Close friend,Once a week,Male,23,Senior,Rest of United States,Friend,Once a week,Male,23,Other,Rest of United States,Friend,Once a month
1,8/31/2023,14:25,Male,22,Junior,Rest of World,4,Male,22,Junior,Rest of World,Friend,More than once a week,Male,22,Senior,Rest of World,Friend,Once a week,Male,22,Senior,Rest of World,Friend,Once a week,Female,20,Junior,LA Area,Friend,Once a week,NA,NA,NA,NA,NA,NA
1,8/21/2023,14:26,Female,21,Senior,Bay Area,5,Female,55,Other,Bay Area,Close friend,More than once a week,Female,23,Other,Bay Area,Close friend,More than once a week,Female,21,Senior,Rest of United States,Friend,Once a month,Female,21,Junior,LA Area,Close friend,Once a week,Female,21,Senior,LA Area,Friend,More than once a week
2,9/6/2023,11:06,Male,20,Junior,Rest of California,5,Female,20,Junior,Rest of United States,Close friend,More than once a week,Male,20,Junior,Rest of California,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,LA Area,Close friend,More than once a week
3,9/6/2023,11:30,Male,20,Junior,LA Area,5,Male,20,Junior,LA Area,Close friend,More than once a week,Female,20,Junior,LA Area,Close friend,More than once a week,Female,20,Junior,LA Area,Close friend,More than once a week,Female,20,Junior,LA Area,Close friend,More than once a week,Male,21,Senior,LA Area,Friend,Once a week
1,8/31/2023,14:26,Male,22,Senior,Bay Area,5,Male,22,Senior,Bay Area,Close friend,More than once a week,Male,22,Senior,Bay Area,Close friend,More than once a week,Male,22,Senior,Bay Area,Close friend,More than once a week,Male,22,Senior,Bay Area,Close friend,More than once a week,Male,22,Senior,Bay Area,Close friend,More than once a week
2,9/6/2023,22:36,Male,21,Other,Bay Area,5,Male,51,Other,Bay Area,Close friend,More than once a week,Female,54,Other,Bay Area,Close friend,More than once a week,Male,18,Freshman,Bay Area,Close friend,More than once a week,Male,21,Junior,Rest of California,Close friend,More than once a week,Male,22,Senior,Rest of United States,Close friend,More than once a week
3,9/7/2023,16:22,Female,20,Junior,Bay Area,5,Male,21,Junior,Rest of California,Close friend,More than once a week,Female,50,Other,Rest of World,Close friend,Once a week,Male,70,Other,Rest of World,Close friend,Once a week,Female,20,Junior,Bay Area,Friend,More than once a week,Female,20,Junior,Bay Area,Friend,More than once a week
1,9/7/2023,13:21,Female,17,Freshman,Bay Area,6+,Female,18,Freshman,Bay Area,Close friend,Rarely,Male,18,Freshman,Bay Area,Close friend,More than once a week,Male,18,Freshman,Bay Area,Close friend,Once a week,Male,17,Other,Bay Area,Close friend,Once a week,Female,17,Other,Bay Area,Close friend,Once a week
3,9/7/2023,17:55,Female,18,Freshman,Rest of United States,6+,Female,18,Freshman,Rest of United States,Close friend,More than once a week,Female,17,Freshman,Bay Area,Close friend,More than once a week,Female,18,Freshman,Rest of United States,Close friend,More than once a week,Male,18,Freshman,Rest of United States,Close friend,More than once a week,Female,18,Freshman,Rest of United States,Close friend,More than once a week
2,9/7/2023,16:44,Female,17,Freshman,Bay Area,6+,Female,18,Freshman,Bay Area,Close friend,More than once a week,Female,18,Freshman,Bay Area,Close friend,More than once a week,Female,18,Freshman,Bay Area,Close friend,More than once a week,Female,18,Freshman,Rest of United States,Close friend,More than once a week,Other,18,Freshman,LA Area,Close friend,More than once a week
1,8/21/2023,14:26,Female,21,Senior,Rest of California,5,Female,47,Other,Rest of California,Close friend,More than once a week,Male,51,Other,Rest of California,Close friend,More than once a week,Female,17,Freshman,Rest of California,Close friend,More than once a week,Female,20,Junior,Rest of California,Close friend,More than once a week,Female,15,Other,Rest of California,Close friend,More than once a week
2,9/6/2023,16:10,Female,21,Senior,Rest of United States,5,Female,21,Senior,Rest of California,Close friend,More than once a week,Male,67,Other,Rest of United States,Close friend,More than once a week,Female,36,Other,Rest of United States,Close friend,More than once a week,Female,21,Senior,Rest of United States,Friend,Once a month,Female,23,Other,Rest of United States,Close friend,Once a week
3,9/6/2023,16:30,Female,20,Junior,Rest of California,5,Female,23,Other,Rest of United States,Close friend,More than once a week,Female,52,Other,Rest of United States,Close friend,More than once a week,Male,54,Other,Rest of United States,Close friend,More than once a week,Female,21,Senior,Rest of United States,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week
1,8/31/2023,14:26,Female,20,Junior,LA Area,5,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,LA Area,Friend,More than once a week,Male,20,Junior,LA Area,Close friend,More than once a week,Female,19,Junior,LA Area,Friend,More than once a week,Female,20,Junior,LA Area,Friend,More than once a week
2,9/1/2023,16:47,Female,21,Senior,Rest of United States,6+,Female,50,Other,Rest of United States,Close friend,More than once a week,Male,50,Other,Rest of United States,Close friend,More than once a week,Female,23,Other,Rest of United States,Close friend,More than once a week,Female,21,Senior,Bay Area,Close friend,More than once a week,Male,42,Other,Rest of United States,Friend,More than once a week
3,9/1/2023,17:13,Female,21,Senior,Bay Area,6+,Female,63,Other,Bay Area,Close friend,Once a week,Male,25,Other,Bay Area,Close friend,Once a month,Female,28,Other,Rest of United States,Close friend,More than once a week,Male,28,Other,Rest of World,Close friend,More than once a week,Male,21,Other,Bay Area,Close friend,More than once a week
1,8/31/2023,14:26,Male,21,Junior,Rest of California,5,Female,29,Other,Rest of United States,Close friend,Once a week,Female,27,Other,Rest of United States,Close friend,Once a week,Female,20,Junior,Bay Area,Close friend,More than once a week,Male,21,Other,Bay Area,Close friend,More than once a week,Male,20,Junior,Rest of United States,Close friend,More than once a week
2,9/7/2023,15:35,Female,20,Junior,Bay Area,5,Female,73,Other,Bay Area,Close friend,More than once a week,Female,40,Other,Bay Area,Close friend,More than once a week,Female,20,Senior,Bay Area,Close friend,Once a month,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week
3,9/6/2023,22:50,Male,21,Other,Bay Area,5,Male,51,Other,Bay Area,Close friend,More than once a week,Female,54,Other,Bay Area,Close friend,More than once a week,Male,18,Freshman,Bay Area,Close friend,More than once a week,Male,21,Junior,Rest of California,Close friend,More than once a week,Male,22,Senior,Rest of United States,Close friend,Once a week
1,9/5/2023,1:50,Female,22,Senior,Rest of United States,3,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,22,Other,Rest of United States,Close friend,Once a week,Female,22,Other,Rest of United States,Close friend,More than once a week,Male,20,Junior,Rest of California,Friend,More than once a week,Male,28,Other,Rest of United States,Close friend,More than once a week
2,9/5/2023,6:45,Female,21,Senior,LA Area,5,Female,55,Other,Rest of World,Close friend,Once a week,Female,22,Senior,Rest of United States,Close friend,More than once a week,Female,22,Senior,Bay Area,Close friend,More than once a week,Female,22,Other,Rest of United States,Close friend,More than once a week,Female,27,Other,Rest of United States,Close friend,Once a month
3,9/5/2023,19:00,Female,20,Junior,Rest of California,6+,Female,47,Other,Rest of World,Close friend,More than once a week,Female,43,Other,Rest of World,Friend,Once a month,Female,21,Other,LA Area,Close friend,Once a week,Female,20,Junior,Rest of California,Close friend,More than once a week,Female,20,Junior,Rest of California,Close friend,More than once a week
1,8/31/2023,14:32,Female,21,Senior,Rest of World,5,Male,21,Senior,LA Area,Close friend,More than once a week,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,21,Senior,Rest of California,Close friend,More than once a week,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,20,Senior,Rest of World,Close friend,More than once a week
2,9/3/2023,20:07,Female,19,Junior,Bay Area,5,Female,49,Other,Bay Area,Close friend,More than once a week,Female,79,Other,Rest of World,Close friend,Once a week,Male,58,Other,Bay Area,Friend,Once a month,Female,20,Junior,Bay Area,Acquaintance,Once a month,Female,20,Junior,Bay Area,Acquaintance,Once a month
3,8/31/2023,20:17,Female,21,Other,Rest of United States,5,Female,20,Junior,Rest of United States,Close friend,More than once a week,Female,22,Other,Bay Area,Close friend,More than once a week,Female,21,Senior,Rest of World,Close friend,Once a week,Female,22,Other,Bay Area,Close friend,Once a month,Female,22,Senior,LA Area,Close friend,Once a week
1,8/31/2023,14:25,Female,17,Freshman,Rest of California,5,Female,18,Freshman,Rest of California,Close friend,More than once a week,Male,18,Freshman,Rest of California,Close friend,More than once a week,Male,18,Freshman,Rest of California,Friend,Once a week,Female,18,Freshman,Rest of California,Close friend,More than once a week,Female,17,Freshman,Rest of California,Close friend,More than once a week
2,9/5/2023,16:13,Male,21,Senior,Rest of California,5,Female,21,Senior,Rest of United States,Close friend,More than once a week,Other,21,Senior,Rest of California,Close friend,More than once a week,Female,21,Senior,Rest of California,Friend,Once a week,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,21,Senior,Rest of World,Close friend,More than once a week
3,9/5/2023,18:14,Female,21,Senior,Bay Area,5,Female,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,Rest of California,Close friend,More than once a week,Male,21,Senior,Rest of United States,Close friend,More than once a week,Male,22,Senior,Bay Area,Friend,Once a week,Female,20,Junior,Rest of United States,Close friend,Once a week
1,9/5/2023,18:45,Female,21,Senior,Rest of World,5,Male,50,Other,Rest of World,Close friend,Once a month,Female,52,Other,Rest of World,Close friend,Once a week,Female,21,Other,Rest of World,Close friend,Once a month,Female,21,Senior,Rest of World,Friend,Once a week,NA,NA,NA,NA,NA,NA
2,9/5/2023,19:11,Male,20,Senior,Rest of World,4,Female,42,Other,Rest of California,Close friend,More than once a week,Female,20,Senior,Rest of California,Close friend,More than once a week,Female,21,Senior,Rest of World,Close friend,More than once a week,Female,30,Other,Rest of California,Close friend,More than once a week,NA,NA,NA,NA,NA,NA
3,9/5/2023,19:29,Male,24,Senior,Rest of World,5,Female,21,Senior,Rest of World,Friend,Once a week,Female,22,Senior,Rest of World,Friend,Once a week,Male,30,Other,Rest of World,Close friend,Once a month,Female,57,Other,Rest of World,Close friend,Once a month,Male,60,Other,Rest of World,Close friend,Once a month
1,8/31/2023,20:07,Female,20,Junior,Rest of United States,5,Female,21,Other,Rest of United States,Close friend,More than once a week,Male,20,Other,Rest of California,Close friend,More than once a week,Female,30,Other,Rest of United States,Close friend,More than once a week,Female,19,Junior,Rest of California,Friend,More than once a week,Female,50,Other,Rest of United States,Close friend,More than once a week
2,9/3/2023,19:41,Female,20,Junior,Bay Area,5,Female,48,Other,Bay Area,Close friend,Once a week,Male,52,Other,Bay Area,Close friend,Once a week,Female,19,Junior,Bay Area,Friend,Once a month,Female,18,Sophomore,Bay Area,Close friend,Once a week,Female,19,Junior,Bay Area,Close friend,Once a week
3,9/5/2023,16:48,Female,20,Junior,Bay Area,6+,Female,51,Other,Bay Area,Close friend,More than once a week,Male,22,Other,Bay Area,Close friend,Once a month,Female,20,Senior,Rest of United States,Close friend,Once a month,Female,20,Junior,Bay Area,Close friend,Once a month,Female,20,Other,Bay Area,Close friend,Once a month
1,9/9/2023,9:54,Female,21,Senior,LA Area,6+,Female,21,Junior,LA Area,Close friend,More than once a week,Female,21,Senior,LA Area,Close friend,Once a week,Female,48,Other,Rest of World,Close friend,More than once a week,Female,21,Other,Rest of United States,Close friend,Once a month,Male,21,Senior,LA Area,Friend,Once a week
2,9/9/2023,20:01,Male,20,Junior,Rest of United States,6+,Male,52,Other,Rest of California,Close friend,More than once a week,Female,20,Junior,Rest of United States,Close friend,More than once a week,Female,85,Other,Rest of United States,Close friend,More than once a week,Male,20,Junior,Bay Area,Close friend,More than once a week,Male,22,Senior,Rest of United States,Friend,Once a month
3,9/9/2023,22:07,Female,19,Junior,Rest of United States,6+,Female,47,Other,Rest of World,Close friend,More than once a week,Male,51,Other,Rest of World,Close friend,More than once a week,Male,15,Other,Rest of United States,Close friend,More than once a week,Female,20,Junior,Rest of United States,Close friend,More than once a week,Male,20,Other,Rest of United States,Close friend,Once a month
1,8/31/2023,14:25,Female,20,Senior,Bay Area,5,Female,21,Senior,Rest of United States,Close friend,Once a week,Male,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,Bay Area,Close friend,More than once a week,Female,20,Senior,Bay Area,Close friend,More than once a week
2,8/31/2023,23:12,Male,20,Junior,LA Area,5,Male,20,Junior,Bay Area,Close friend,More than once a week,Male,19,Junior,Bay Area,Close friend,More than once a week,Male,19,Junior,LA Area,Close friend,More than once a week,Male,20,Junior,LA Area,Close friend,More than once a week,Male,19,Junior,LA Area,Close friend,More than once a week
3,9/4/2023,20:59,Male,19,Senior,Bay Area,5,Male,50,Other,Rest of World,Close friend,More than once a week,Female,50,Other,Rest of World,Close friend,More than once a week,Male,21,Other,Bay Area,Close friend,More than once a week,Male,20,Junior,LA Area,Friend,More than once a week,Male,20,Junior,Bay Area,Acquaintance,More than once a week
1,8/31/2023,15:00,Male,20,Junior,Bay Area,5,Female,20,Junior,Rest of United States,Close friend,More than once a week,Female,54,Other,Bay Area,Close friend,More than once a week,Male,20,Junior,Bay Area,Close friend,More than once a week,Male,20,Junior,Bay Area,Close friend,More than once a week,Male,20,Junior,Rest of United States,Close friend,More than once a week
2,9/3/2023,4:48,Female,19,Junior,Rest of World,6+,Female,47,Other,Rest of World,Close friend,More than once a week,Female,20,Senior,Rest of World,Close friend,More than once a week,Male,54,Other,Rest of World,Close friend,More than once a week,Female,20,Sophomore,Rest of World,Close friend,More than once a week,Female,20,Junior,Rest of United States,Close friend,More than once a week
3,9/3/2023,16:57,Female,19,Junior,Rest of World,6+,Female,20,Junior,Rest of United States,Close friend,More than once a week,Female,19,Junior,Rest of World,Close friend,More than once a week,Male,20,Junior,Rest of World,Close friend,More than once a week,Female,19,Junior,Rest of World,Close friend,More than once a week,Male,15,Other,Rest of World,Close friend,More than once a week
1,8/31/2023,14:26,Female,19,Sophomore,LA Area,5,Female,17,Other,LA Area,Close friend,Once a week,Female,52,Other,LA Area,Close friend,Once a week,Male,58,Other,LA Area,Close friend,Once a month,Male,20,Sophomore,LA Area,Friend,Once a month,Female,19,Sophomore,LA Area,Friend,Once a year
2,9/3/2023,14:13,Male,22,Senior,LA Area,5,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,50,Other,LA Area,Close friend,Once a week,Male,52,Other,LA Area,Close friend,Once a week,Male,18,Senior,LA Area,Close friend,More than once a week,Male,40,Other,Rest of United States,Acquaintance,Once a week
3,9/3/2023,17:22,Female,21,Senior,Bay Area,5,Female,20,Senior,Bay Area,Close friend,More than once a week,Female,21,Senior,Bay Area,Close friend,Once a week,Female,21,Senior,Bay Area,Close friend,Once a week,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,21,Senior,Bay Area,Close friend,Once a week
1,8/31/2023,14:26,Male,21,Senior,LA Area,5,Female,21,Senior,LA Area,Close friend,More than once a week,Male,21,Senior,Bay Area,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,More than once a week
2,9/7/2023,11:11,Male,21,Senior,Bay Area,5,Male,22,Freshman,Rest of California,Close friend,More than once a week,Male,22,Other,Bay Area,Close friend,More than once a week,Male,21,Senior,Rest of United States,Close friend,More than once a week,Male,21,Senior,Bay Area,Close friend,More than once a week,Male,19,Junior,Bay Area,Close friend,Once a week
3,9/7/2023,12:47,Male,21,Senior,Rest of California,5,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,33,Other,Rest of United States,Close friend,Once a week,Male,21,Senior,Bay Area,Close friend,Once a week,Male,21,Senior,Rest of United States,Close friend,Once a week,Female,21,Senior,Rest of United States,Close friend,Once a month
1,8/31/2023,14:36,Female,20,Senior,LA Area,5,Female,21,Senior,Bay Area,Close friend,More than once a week,Female,21,Senior,Rest of California,Friend,More than once a week,Female,21,Senior,LA Area,Friend,Once a week,Male,21,Senior,LA Area,Friend,Once a month,Female,50,Other,Rest of World,Close friend,More than once a week
2,9/6/2023,14:04,Male,21,Senior,LA Area,5,Male,21,Senior,Rest of World,Close friend,More than once a week,Female,20,Senior,LA Area,Close friend,More than once a week,Male,60,Other,LA Area,Close friend,Once a week,Female,58,Other,LA Area,Close friend,Once a week,Male,80,Other,LA Area,Friend,Rarely
3,9/6/2023,14:20,Female,20,Senior,Rest of World,5,Male,26,Sophomore,Rest of California,Close friend,More than once a week,Female,20,Other,Rest of United States,Close friend,Once a month,Female,27,Other,Bay Area,Close friend,Once a week,Male,27,Other,Rest of World,Close friend,Once a week,Female,22,Senior,LA Area,Friend,Once a week
1,9/3/2023,18:52,Male,20,Junior,LA Area,5,Female,20,Junior,LA Area,Close friend,More than once a week,Female,20,Junior,LA Area,Close friend,Once a week,Male,20,Junior,LA Area,Friend,Once a week,Female,21,Junior,LA Area,Close friend,Once a week,Male,20,Junior,Rest of California,Friend,Once a month
3,8/31/2023,14:26,Female,20,Junior,Rest of United States,5,Male,25,Junior,Rest of World,Acquaintance,Rarely,Female,20,Junior,LA Area,Close friend,More than once a week,Female,20,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,Rest of United States,Close friend,More than once a week,Female,20,Junior,Rest of United States,Close friend,More than once a week
1,8/31/2023,14:27,Male,21,Senior,LA Area,5,Male,21,Senior,LA Area,Friend,Once a year,Male,20,Senior,LA Area,Friend,Once a month,Male,21,Senior,Rest of World,Friend,Once a month,Male,21,Senior,LA Area,Friend,Once a week,Male,50,Other,LA Area,Close friend,Once a week
2,9/5/2023,16:19,Female,19,Sophomore,Rest of California,3,Female,48,Other,Rest of California,Close friend,More than once a week,Female,17,Other,Rest of California,Close friend,More than once a week,Male,19,Sophomore,Bay Area,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
